,fpr,tpr,drug,set
155,0.14591051581647194,0.2337962962962963,Nitrofurantoin,full_cohort
156,0.14591051581647194,0.23842592592592593,Nitrofurantoin,full_cohort
157,0.14705044172128812,0.23842592592592593,Nitrofurantoin,full_cohort
158,0.14705044172128812,0.24305555555555555,Nitrofurantoin,full_cohort
159,0.14961527500712454,0.24305555555555555,Nitrofurantoin,full_cohort
160,0.14961527500712454,0.24537037037037038,Nitrofurantoin,full_cohort
161,0.14990025648332858,0.24537037037037038,Nitrofurantoin,full_cohort
162,0.14990025648332858,0.24768518518518517,Nitrofurantoin,full_cohort
163,0.15047021943573669,0.24768518518518517,Nitrofurantoin,full_cohort
164,0.15047021943573669,0.25,Nitrofurantoin,full_cohort
165,0.15275007124536905,0.25,Nitrofurantoin,full_cohort
166,0.15332003419777715,0.25,Nitrofurantoin,full_cohort
167,0.15702479338842976,0.25,Nitrofurantoin,full_cohort
168,0.15702479338842976,0.25462962962962965,Nitrofurantoin,full_cohort
169,0.15873468224565404,0.25462962962962965,Nitrofurantoin,full_cohort
170,0.15873468224565404,0.2569444444444444,Nitrofurantoin,full_cohort
171,0.16044457110287833,0.2569444444444444,Nitrofurantoin,full_cohort
172,0.16044457110287833,0.25925925925925924,Nitrofurantoin,full_cohort
173,0.16813907096038758,0.25925925925925924,Nitrofurantoin,full_cohort
174,0.16813907096038758,0.26157407407407407,Nitrofurantoin,full_cohort
175,0.16842405243659161,0.26157407407407407,Nitrofurantoin,full_cohort
176,0.16842405243659161,0.2662037037037037,Nitrofurantoin,full_cohort
177,0.17298375605585636,0.2662037037037037,Nitrofurantoin,full_cohort
178,0.17298375605585636,0.26851851851851855,Nitrofurantoin,full_cohort
179,0.1755485893416928,0.26851851851851855,Nitrofurantoin,full_cohort
180,0.1755485893416928,0.2708333333333333,Nitrofurantoin,full_cohort
181,0.17668851524650897,0.2708333333333333,Nitrofurantoin,full_cohort
182,0.17668851524650897,0.27314814814814814,Nitrofurantoin,full_cohort
183,0.17811342262752922,0.27314814814814814,Nitrofurantoin,full_cohort
184,0.17811342262752922,0.27546296296296297,Nitrofurantoin,full_cohort
185,0.18210316329438586,0.27546296296296297,Nitrofurantoin,full_cohort
186,0.18210316329438586,0.2777777777777778,Nitrofurantoin,full_cohort
187,0.18381305215161015,0.2777777777777778,Nitrofurantoin,full_cohort
188,0.18381305215161015,0.2800925925925926,Nitrofurantoin,full_cohort
189,0.18808777429467086,0.2800925925925926,Nitrofurantoin,full_cohort
190,0.18808777429467086,0.2824074074074074,Nitrofurantoin,full_cohort
191,0.188942718723283,0.2824074074074074,Nitrofurantoin,full_cohort
192,0.188942718723283,0.2847222222222222,Nitrofurantoin,full_cohort
193,0.1897976631518951,0.2847222222222222,Nitrofurantoin,full_cohort
194,0.1897976631518951,0.28703703703703703,Nitrofurantoin,full_cohort
195,0.19179253348532346,0.28703703703703703,Nitrofurantoin,full_cohort
196,0.19179253348532346,0.28935185185185186,Nitrofurantoin,full_cohort
197,0.195212311199772,0.28935185185185186,Nitrofurantoin,full_cohort
198,0.195212311199772,0.2916666666666667,Nitrofurantoin,full_cohort
199,0.19834710743801653,0.2916666666666667,Nitrofurantoin,full_cohort
200,0.19834710743801653,0.2962962962962963,Nitrofurantoin,full_cohort
201,0.19948703334283271,0.2962962962962963,Nitrofurantoin,full_cohort
202,0.19948703334283271,0.2986111111111111,Nitrofurantoin,full_cohort
203,0.2043317184383015,0.2986111111111111,Nitrofurantoin,full_cohort
204,0.2043317184383015,0.30092592592592593,Nitrofurantoin,full_cohort
205,0.2054716443431177,0.30092592592592593,Nitrofurantoin,full_cohort
206,0.2054716443431177,0.30324074074074076,Nitrofurantoin,full_cohort
207,0.20718153320034197,0.30324074074074076,Nitrofurantoin,full_cohort
208,0.20718153320034197,0.3055555555555556,Nitrofurantoin,full_cohort
209,0.21003134796238246,0.3055555555555556,Nitrofurantoin,full_cohort
210,0.21003134796238246,0.30787037037037035,Nitrofurantoin,full_cohort
211,0.2103163294385865,0.30787037037037035,Nitrofurantoin,full_cohort
212,0.2103163294385865,0.3101851851851852,Nitrofurantoin,full_cohort
213,0.21202621829581078,0.3101851851851852,Nitrofurantoin,full_cohort
214,0.21202621829581078,0.3125,Nitrofurantoin,full_cohort
215,0.21687090339127957,0.3125,Nitrofurantoin,full_cohort
216,0.21687090339127957,0.3148148148148148,Nitrofurantoin,full_cohort
217,0.22143060701054432,0.3148148148148148,Nitrofurantoin,full_cohort
218,0.22143060701054432,0.31712962962962965,Nitrofurantoin,full_cohort
219,0.2231404958677686,0.31712962962962965,Nitrofurantoin,full_cohort
220,0.2231404958677686,0.3194444444444444,Nitrofurantoin,full_cohort
221,0.22428042177258478,0.3194444444444444,Nitrofurantoin,full_cohort
222,0.22428042177258478,0.32407407407407407,Nitrofurantoin,full_cohort
223,0.22456540324878882,0.32407407407407407,Nitrofurantoin,full_cohort
224,0.22456540324878882,0.3263888888888889,Nitrofurantoin,full_cohort
225,0.22941008834425763,0.3263888888888889,Nitrofurantoin,full_cohort
226,0.22941008834425763,0.33101851851851855,Nitrofurantoin,full_cohort
227,0.23083499572527785,0.33101851851851855,Nitrofurantoin,full_cohort
228,0.23083499572527785,0.3333333333333333,Nitrofurantoin,full_cohort
229,0.23168994015389,0.3333333333333333,Nitrofurantoin,full_cohort
230,0.23168994015389,0.33564814814814814,Nitrofurantoin,full_cohort
231,0.23339982901111428,0.33564814814814814,Nitrofurantoin,full_cohort
232,0.23339982901111428,0.33796296296296297,Nitrofurantoin,full_cohort
233,0.23425477343972642,0.33796296296296297,Nitrofurantoin,full_cohort
234,0.23425477343972642,0.3402777777777778,Nitrofurantoin,full_cohort
235,0.2348247363921345,0.3402777777777778,Nitrofurantoin,full_cohort
236,0.2348247363921345,0.3425925925925926,Nitrofurantoin,full_cohort
237,0.2353946993445426,0.3425925925925926,Nitrofurantoin,full_cohort
238,0.2353946993445426,0.3449074074074074,Nitrofurantoin,full_cohort
239,0.2359646622969507,0.3449074074074074,Nitrofurantoin,full_cohort
240,0.2359646622969507,0.3472222222222222,Nitrofurantoin,full_cohort
241,0.23995440296380735,0.3472222222222222,Nitrofurantoin,full_cohort
242,0.23995440296380735,0.34953703703703703,Nitrofurantoin,full_cohort
243,0.24650897691650042,0.34953703703703703,Nitrofurantoin,full_cohort
244,0.24650897691650042,0.35185185185185186,Nitrofurantoin,full_cohort
245,0.2482188657737247,0.35185185185185186,Nitrofurantoin,full_cohort
246,0.2482188657737247,0.3541666666666667,Nitrofurantoin,full_cohort
247,0.24850384724992874,0.3541666666666667,Nitrofurantoin,full_cohort
248,0.24850384724992874,0.35648148148148145,Nitrofurantoin,full_cohort
249,0.2493587916785409,0.35648148148148145,Nitrofurantoin,full_cohort
250,0.2493587916785409,0.3587962962962963,Nitrofurantoin,full_cohort
251,0.2507836990595611,0.3587962962962963,Nitrofurantoin,full_cohort
252,0.2507836990595611,0.3611111111111111,Nitrofurantoin,full_cohort
253,0.2524935879167854,0.3611111111111111,Nitrofurantoin,full_cohort
254,0.2524935879167854,0.36342592592592593,Nitrofurantoin,full_cohort
255,0.2553434026788259,0.36342592592592593,Nitrofurantoin,full_cohort
256,0.2553434026788259,0.36574074074074076,Nitrofurantoin,full_cohort
257,0.2593331433456825,0.36574074074074076,Nitrofurantoin,full_cohort
258,0.2593331433456825,0.3680555555555556,Nitrofurantoin,full_cohort
259,0.2610430322029068,0.3680555555555556,Nitrofurantoin,full_cohort
260,0.2610430322029068,0.37037037037037035,Nitrofurantoin,full_cohort
261,0.26303790253633513,0.37037037037037035,Nitrofurantoin,full_cohort
262,0.26303790253633513,0.3726851851851852,Nitrofurantoin,full_cohort
263,0.2653177543459675,0.3726851851851852,Nitrofurantoin,full_cohort
264,0.2653177543459675,0.375,Nitrofurantoin,full_cohort
265,0.2664576802507837,0.375,Nitrofurantoin,full_cohort
266,0.2664576802507837,0.3773148148148148,Nitrofurantoin,full_cohort
267,0.26674266172698774,0.3773148148148148,Nitrofurantoin,full_cohort
268,0.26674266172698774,0.37962962962962965,Nitrofurantoin,full_cohort
269,0.268167569108008,0.37962962962962965,Nitrofurantoin,full_cohort
270,0.268167569108008,0.3819444444444444,Nitrofurantoin,full_cohort
271,0.26959247648902823,0.3819444444444444,Nitrofurantoin,full_cohort
272,0.26959247648902823,0.38425925925925924,Nitrofurantoin,full_cohort
273,0.274437161584497,0.38425925925925924,Nitrofurantoin,full_cohort
274,0.274437161584497,0.38657407407407407,Nitrofurantoin,full_cohort
275,0.27700199487033345,0.38657407407407407,Nitrofurantoin,full_cohort
276,0.27700199487033345,0.3888888888888889,Nitrofurantoin,full_cohort
277,0.27871188372755773,0.3888888888888889,Nitrofurantoin,full_cohort
278,0.27871188372755773,0.3912037037037037,Nitrofurantoin,full_cohort
279,0.2846964947278427,0.3912037037037037,Nitrofurantoin,full_cohort
280,0.2846964947278427,0.39351851851851855,Nitrofurantoin,full_cohort
281,0.286406383585067,0.39351851851851855,Nitrofurantoin,full_cohort
282,0.286406383585067,0.3958333333333333,Nitrofurantoin,full_cohort
283,0.2955257908235965,0.3958333333333333,Nitrofurantoin,full_cohort
284,0.2955257908235965,0.39814814814814814,Nitrofurantoin,full_cohort
285,0.30436021658592194,0.39814814814814814,Nitrofurantoin,full_cohort
286,0.30436021658592194,0.40046296296296297,Nitrofurantoin,full_cohort
287,0.30521516101453405,0.40046296296296297,Nitrofurantoin,full_cohort
288,0.30521516101453405,0.4050925925925926,Nitrofurantoin,full_cohort
289,0.30578512396694213,0.4050925925925926,Nitrofurantoin,full_cohort
290,0.30578512396694213,0.4074074074074074,Nitrofurantoin,full_cohort
291,0.3060701054431462,0.4074074074074074,Nitrofurantoin,full_cohort
292,0.3060701054431462,0.4097222222222222,Nitrofurantoin,full_cohort
293,0.3072100313479624,0.4097222222222222,Nitrofurantoin,full_cohort
294,0.3072100313479624,0.41203703703703703,Nitrofurantoin,full_cohort
295,0.3086349387289826,0.41203703703703703,Nitrofurantoin,full_cohort
296,0.3086349387289826,0.41435185185185186,Nitrofurantoin,full_cohort
297,0.3103448275862069,0.41435185185185186,Nitrofurantoin,full_cohort
298,0.3103448275862069,0.4166666666666667,Nitrofurantoin,full_cohort
299,0.31262467939583927,0.4166666666666667,Nitrofurantoin,full_cohort
300,0.31262467939583927,0.41898148148148145,Nitrofurantoin,full_cohort
301,0.3149045312054716,0.41898148148148145,Nitrofurantoin,full_cohort
302,0.3149045312054716,0.4212962962962963,Nitrofurantoin,full_cohort
303,0.31689940153889995,0.4212962962962963,Nitrofurantoin,full_cohort
304,0.31689940153889995,0.4236111111111111,Nitrofurantoin,full_cohort
305,0.31974921630094044,0.4236111111111111,Nitrofurantoin,full_cohort
306,0.31974921630094044,0.42592592592592593,Nitrofurantoin,full_cohort
307,0.322884012539185,0.42592592592592593,Nitrofurantoin,full_cohort
308,0.322884012539185,0.42824074074074076,Nitrofurantoin,full_cohort
309,0.33456825306355087,0.42824074074074076,Nitrofurantoin,full_cohort
310,0.33456825306355087,0.4305555555555556,Nitrofurantoin,full_cohort
311,0.3348532345397549,0.4305555555555556,Nitrofurantoin,full_cohort
312,0.3348532345397549,0.43287037037037035,Nitrofurantoin,full_cohort
313,0.33741806782559136,0.43287037037037035,Nitrofurantoin,full_cohort
314,0.33741806782559136,0.4351851851851852,Nitrofurantoin,full_cohort
315,0.341407808492448,0.4351851851851852,Nitrofurantoin,full_cohort
316,0.341407808492448,0.4375,Nitrofurantoin,full_cohort
317,0.3448275862068966,0.4375,Nitrofurantoin,full_cohort
318,0.3448275862068966,0.44212962962962965,Nitrofurantoin,full_cohort
319,0.34625249358791677,0.44212962962962965,Nitrofurantoin,full_cohort
320,0.34625249358791677,0.4444444444444444,Nitrofurantoin,full_cohort
321,0.347677400968937,0.4444444444444444,Nitrofurantoin,full_cohort
322,0.347677400968937,0.44675925925925924,Nitrofurantoin,full_cohort
323,0.3493872898261613,0.44675925925925924,Nitrofurantoin,full_cohort
324,0.3493872898261613,0.44907407407407407,Nitrofurantoin,full_cohort
325,0.35166714163579366,0.44907407407407407,Nitrofurantoin,full_cohort
326,0.35166714163579366,0.4513888888888889,Nitrofurantoin,full_cohort
327,0.3519521231119977,0.4513888888888889,Nitrofurantoin,full_cohort
328,0.3519521231119977,0.4537037037037037,Nitrofurantoin,full_cohort
329,0.35708178968367055,0.4537037037037037,Nitrofurantoin,full_cohort
330,0.35708178968367055,0.45601851851851855,Nitrofurantoin,full_cohort
331,0.35907666001709887,0.45601851851851855,Nitrofurantoin,full_cohort
332,0.35907666001709887,0.4583333333333333,Nitrofurantoin,full_cohort
333,0.3676261043032203,0.4583333333333333,Nitrofurantoin,full_cohort
334,0.3676261043032203,0.46064814814814814,Nitrofurantoin,full_cohort
335,0.36791108577942433,0.46064814814814814,Nitrofurantoin,full_cohort
336,0.36791108577942433,0.46296296296296297,Nitrofurantoin,full_cohort
337,0.3693359931604446,0.46296296296296297,Nitrofurantoin,full_cohort
338,0.3693359931604446,0.4652777777777778,Nitrofurantoin,full_cohort
339,0.3713308634938729,0.4652777777777778,Nitrofurantoin,full_cohort
340,0.3713308634938729,0.4675925925925926,Nitrofurantoin,full_cohort
341,0.3756055856369336,0.4675925925925926,Nitrofurantoin,full_cohort
342,0.3756055856369336,0.4699074074074074,Nitrofurantoin,full_cohort
343,0.37731547449415787,0.4699074074074074,Nitrofurantoin,full_cohort
344,0.37731547449415787,0.4722222222222222,Nitrofurantoin,full_cohort
345,0.3793103448275862,0.4722222222222222,Nitrofurantoin,full_cohort
346,0.3793103448275862,0.47453703703703703,Nitrofurantoin,full_cohort
347,0.3830151040182388,0.47453703703703703,Nitrofurantoin,full_cohort
348,0.3830151040182388,0.4791666666666667,Nitrofurantoin,full_cohort
349,0.3835850669706469,0.4791666666666667,Nitrofurantoin,full_cohort
350,0.3835850669706469,0.48148148148148145,Nitrofurantoin,full_cohort
351,0.38444001139925904,0.48148148148148145,Nitrofurantoin,full_cohort
352,0.38444001139925904,0.4837962962962963,Nitrofurantoin,full_cohort
353,0.3847249928754631,0.4837962962962963,Nitrofurantoin,full_cohort
354,0.3847249928754631,0.4861111111111111,Nitrofurantoin,full_cohort
355,0.38643488173268736,0.4861111111111111,Nitrofurantoin,full_cohort
356,0.38643488173268736,0.49074074074074076,Nitrofurantoin,full_cohort
357,0.3867198632088914,0.49074074074074076,Nitrofurantoin,full_cohort
358,0.3867198632088914,0.4930555555555556,Nitrofurantoin,full_cohort
359,0.38757480763750357,0.4930555555555556,Nitrofurantoin,full_cohort
360,0.38757480763750357,0.49537037037037035,Nitrofurantoin,full_cohort
361,0.3878597891137076,0.49537037037037035,Nitrofurantoin,full_cohort
362,0.3878597891137076,0.4976851851851852,Nitrofurantoin,full_cohort
363,0.3887147335423197,0.4976851851851852,Nitrofurantoin,full_cohort
364,0.3887147335423197,0.5,Nitrofurantoin,full_cohort
365,0.39099458535195214,0.5,Nitrofurantoin,full_cohort
366,0.39099458535195214,0.5023148148148148,Nitrofurantoin,full_cohort
367,0.3944143630664007,0.5023148148148148,Nitrofurantoin,full_cohort
368,0.3944143630664007,0.5046296296296297,Nitrofurantoin,full_cohort
369,0.4012539184952978,0.5046296296296297,Nitrofurantoin,full_cohort
370,0.4012539184952978,0.5069444444444444,Nitrofurantoin,full_cohort
371,0.4035337703049302,0.5069444444444444,Nitrofurantoin,full_cohort
372,0.4035337703049302,0.5092592592592593,Nitrofurantoin,full_cohort
373,0.40894841835280704,0.5092592592592593,Nitrofurantoin,full_cohort
374,0.40894841835280704,0.5115740740740741,Nitrofurantoin,full_cohort
375,0.4103733257338273,0.5115740740740741,Nitrofurantoin,full_cohort
376,0.4103733257338273,0.5138888888888888,Nitrofurantoin,full_cohort
377,0.4135081219720718,0.5138888888888888,Nitrofurantoin,full_cohort
378,0.4135081219720718,0.5162037037037037,Nitrofurantoin,full_cohort
379,0.42034767740096896,0.5162037037037037,Nitrofurantoin,full_cohort
380,0.42034767740096896,0.5185185185185185,Nitrofurantoin,full_cohort
381,0.42205756625819324,0.5185185185185185,Nitrofurantoin,full_cohort
382,0.42205756625819324,0.5208333333333334,Nitrofurantoin,full_cohort
383,0.4223425477343973,0.5208333333333334,Nitrofurantoin,full_cohort
384,0.4223425477343973,0.5231481481481481,Nitrofurantoin,full_cohort
385,0.42547734397264175,0.5231481481481481,Nitrofurantoin,full_cohort
386,0.42547734397264175,0.5254629629629629,Nitrofurantoin,full_cohort
387,0.43089199202051864,0.5254629629629629,Nitrofurantoin,full_cohort
388,0.43089199202051864,0.5277777777777778,Nitrofurantoin,full_cohort
389,0.43744656597321174,0.5277777777777778,Nitrofurantoin,full_cohort
